Formula              ✕,Band gap              ✕,2D plasma frequency (x)              ✕,2D plasma frequency (y)              ✕,Band gap (G₀W₀)              ✕,Band gap (HSE06)              ✕,"Conduction band effective mass, direction 1              ✕","Conduction band effective mass, direction 2              ✕",Cond. band minimum              ✕,Conduction band minimum (G₀W₀)              ✕,Conduction band minimum (HSE06)              ✕,Dir. band gap              ✕,Direct band gap (G₀W₀)              ✕,Direct band gap (HSE06)              ✕,Dir. gap wo. soc.              ✕,Exc. bind. energy              ✕,Gap wo. soc.              ✕,Phonon dynamic stability (low/high)              ✕,Thermodynamic stability level              ✕,Energy              ✕,Vacuum level              ✕,"Valence band effective mass, direction 1              ✕","Valence band effective mass, direction 2              ✕",Val. band maximum              ✕,Valence band maximum (G₀W₀)              ✕,Valence band maximum (HSE06)              ✕,Work function (avg. if finite dipole)              ✕,First class material              ✕,Calculator              ✕,Anisotropic exchange (out-of-plane)              ✕,Area of unit-cell              ✕,Topology              ✕,Crystal type              ✕,DOS at ef              ✕,DOS at ef no soc.              ✕,Energy above convex hull              ✕,Fermi level              ✕,Heat of formation              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>x</sub>)              ✕,Magnetic anisotropy (E<sub>z</sub> - E<sub>y</sub>)              ✕,Magnetic easy axis              ✕,Magnetic moment              ✕,Magnetic state              ✕,Material class              ✕,Material has inversion symmetry              ✕,Magnetic              ✕,Material unique ID              ✕,Maximum force              ✕,Maximum stress              ✕,Maximum value of S_z at magnetic sites              ✕,Minimum eigenvalue of Hessian              ✕,Monolayer reported DOI              ✕,Nearest neighbor exchange coupling              ✕,Charge              ✕,Number of atoms              ✕,Number of nearest neighbors              ✕,n-spins              ✕,Out-of-plane dipole along +z axis              ✕,Path to collection folder              ✕,PBC              ✕,Point group              ✕,Unique ID              ✕,Related COD id              ✕,Related ICSD id              ✕,Single-ion anisotropy (out-of-plane)              ✕,"Soc. total energy, x-direction              ✕","Soc. total energy, y-direction              ✕","Soc. total energy, z-direction              ✕",Space group              ✕,Space group number              ✕,Speed of sound (x)              ✕,Speed of sound (y)              ✕,Static interband polarizability (x)              ✕,Static interband polarizability (y)              ✕,Static interband polarizability (z)              ✕,Static lattice polarizability (x)              ✕,Static lattice polarizability (y)              ✕,Static lattice polarizability (z)              ✕,Static total polarizability (x)              ✕,Static total polarizability (y)              ✕,Static total polarizability (z)              ✕,Stiffness dynamic stability (low/high)              ✕,"Stiffness tensor, 11-component              ✕","Stiffness tensor, 12-component              ✕","Stiffness tensor, 13-component              ✕","Stiffness tensor, 21-component              ✕","Stiffness tensor, 22-component              ✕","Stiffness tensor, 23-component              ✕","Stiffness tensor, 31-component              ✕","Stiffness tensor, 32-component              ✕","Stiffness tensor, 33-component              ✕",Stoichiometry              ✕,Mass              ✕,Age              ✕,ID              ✕,Unique identifier              ✕,Username              ✕,Vacuum level difference              ✕,Volume              ✕
Ta3I7Se,0.665,-,-,-,1.256,2.233,133.869,-2.070,-,-1.725,0.67,-,1.262,0.703,-,0.700,high,3,-49.041,2.126,-1.386,-1.380,-2.736,-,-2.980,4.529,True,gpaw,-,50.582,-,AB3C7-156-bcd,0.0,0.0,0.007,-2.403,-0.524,0.0,0.0,z,-,NM,-,False,False,9e50f5a01c6b3bfec9820919a753b062,0.010,0.000,-,-0.000,-,-,0.0,11,-,-,-0.236,ICSD-COD/3el/Ta6I14Se2,TTF,3m,b64e8b396e23282c23eb139253a54427,-,82791,-,0.0,0.0,0.0,P3m1,156,3440.851,3439.524,-,-,-,-,-,-,-,-,-,high,58.696,14.417,0.005,14.451,58.651,0.004,0.000,-0.000,44.384,AB3C7,1510.146,6w,3797,SeTa3I7-9e50f5a01c6b,cmr,-0.845,1705.656
W2Cl4O4,2.187,-,-,-,3.613,0.412,0.652,-4.112,-,-3.662,2.235,-,3.655,2.37,-,2.308,high,3,-67.515,1.748,-12.906,-0.964,-6.299,-,-7.276,6.954,True,gpaw,-,30.322,-,AB2C2-26-bc,0.0,0.0,0.0,-5.206,-1.691,0.0,0.0,z,-,NM,-,False,False,21ba9688d5945a3f4142c6bffa64dff4,0.009,0.000,-,-0.000,-,-,0.0,10,-,-,-0.0,ICSD-COD/3el/W2Cl4O4,TTF,mm2,d4183cefdb211d599405cb59267bbc2d,-,28510,-,0.0,0.0,0.0,Pmc2_1,26,4313.699,4382.887,1.460,1.557,0.388,1.727,2.663,0.047,3.187,4.220,0.434,high,58.439,32.916,0.005,34.017,60.329,0.006,-0.002,-0.011,37.408,AB2C2,573.476,6w,3798,W2Cl4O4-21ba9688d594,cmr,-0.0,1044.121
Zr2Br2N2,1.618,-,-,-,2.759,0.580,0.580,-1.508,-,-1.044,2.009,-,3.199,2.014,-,1.644,high,3,-44.967,3.169,-32.134,-0.876,-3.126,-,-3.803,5.486,True,gpaw,-,11.567,-,ABC-164-cd,0.0,0.0,0.0,-2.317,-1.714,0.0,0.0,z,-,NM,-,True,False,0b24da71dc8c427ab453de6bdbe71631,0.001,0.000,-,-0.000,-,-,0.0,6,-,1,0.0,ICSD-COD/3el/Zr6Br6N6,TTF,-3m,e8f008eb0f1a1f61628a57256b8d8d59,-,87797,-,0.0,0.0,0.0,P-3m1,164,5330.948,5329.017,4.067,4.067,0.590,6.757,6.773,0.056,10.825,10.840,0.646,high,151.063,59.519,-0.018,59.539,150.954,-0.024,-0.000,-0.000,90.763,ABC,370.27,6w,3799,Br2N2Zr2-0b24da71dc8c,cmr,0.0,422.49
As4H2O12P2,4.556,-,-,-,5.999,1.182,6.305,-1.208,-,-0.744,4.556,-,6.004,4.575,-,4.575,high,3,-128.137,1.244,-3.772,-1.468,-5.764,-,-6.743,4.73,True,gpaw,-,57.5,-,ABC2D6-4-a,0.0,0.0,0.0,-3.486,-1.531,0.0,0.0,z,0.000,NM,-,False,False,59b3968148d7f5bda49270caa1ef1042,0.010,0.000,-,-0.000,-,-,0.0,20,-,1,-0.0,ICSD-COD/4el/As8H4O24P4,TTF,2,d7cf201d04f765a2903904c33ad737bb,-,32614,-,0.0,0.0,0.0,P2_1,4,4396.389,3511.774,-,-,-,-,-,-,-,-,-,high,31.015,2.993,-0.020,3.007,19.789,-0.030,-0.046,0.030,21.575,ABC2D6,555.638,6w,3800,H2P2As4O12-59b3968148d7,cmr,-0.0,1876.852
Cd2H4O8Se2,4.104,-,-,-,5.485,1.044,1.219,-0.736,-,-0.412,4.104,-,5.485,4.112,-,4.112,high,3,-79.975,1.604,-12.634,-2.031,-4.840,-,-5.897,4.392,True,gpaw,-,30.5,-,ABC2D4-31-ab,0.0,0.0,0.0,-2.788,-1.054,0.0,0.0,z,-,NM,-,False,False,0f871cec63aaeaf4674ef7a6f95a1fda,0.009,0.000,-,-0.000,-,-,0.0,16,-,1,0.0,ICSD-COD/4el/Cd4H8O16Se4,TTF,mm2,6353d9daa0e1b77d38ac939ba856d2de,2007038,-,-,0.0,0.0,0.0,Pmn2_1,31,3864.136,4171.965,1.208,1.164,0.342,2.857,3.039,0.087,4.066,4.203,0.429,high,41.849,11.687,0.011,11.524,48.782,0.001,0.004,0.002,13.101,ABC2D4,514.794,6w,3801,Cd2Se2H4O8-0f871cec63aa,cmr,0.0,1040.774
Cu2As4Cl2S3,1.198,-,-,-,2.910,4.690,8.487,-2.395,-,-2.280,1.198,-,2.910,1.212,-,1.212,high,3,-44.64,1.511,-3.832,-1.126,-3.593,-,-5.189,4.505,True,gpaw,-,43.965,-,A2B2C3D4-6-abc,0.0,0.0,0.051,-2.994,-0.257,0.0,0.0,z,-,NM,-,False,False,5b010bf3937ec1fe647ffb5f174cdff3,0.009,0.000,-,-0.000,-,-,0.0,11,-,1,-0.233,ICSD-COD/4el/Cu4As8Cl4S6,TTF,m,67692a2992b1339713666a2add768536,-,419755,-,0.0,0.0,0.0,Pm,6,3164.252,3053.008,-,-,-,-,-,-,-,-,-,high,22.458,6.892,0.000,6.382,20.907,0.000,0.000,0.000,9.707,A2B2C3D4,593.858,6w,3802,Cl2Cu2S3As4-5b010bf3937e,cmr,-0.96,1500.321
Ga2H2O8Se2,4.295,-,-,-,5.796,2.339,11.847,-0.776,-,-0.376,4.356,-,5.896,4.364,-,4.304,high,3,-77.785,1.576,-25.628,-6.491,-5.071,-,-6.173,4.5,True,gpaw,-,28.25,-,ABCD4-11-def,0.0,0.0,0.0,-2.924,-1.241,0.0,0.0,z,0.000,NM,-,True,False,702fbb425b3763261fa1696e1f6f0735,0.010,0.000,-,0.000,-,-,0.0,14,-,1,0.0,ICSD-COD/4el/Ga4H4O16Se4,TTF,2/m,b2ad44354dd7f02fdf288978f9a82662,-,422882,-,0.0,0.0,0.0,P2_1/m,11,4041.048,5647.687,1.091,1.087,0.322,2.887,2.224,0.091,3.978,3.311,0.413,high,41.025,7.760,0.000,9.531,80.132,0.000,0.000,0.000,35.682,ABCD4,427.396,6w,3803,Ga2H2Se2O8-702fbb425b37,cmr,0.0,961.075
Li2H4N2O6,2.637,-,-,-,4.555,2.393,5.607,-2.144,-,-1.504,2.684,-,4.616,2.685,-,2.638,high,3,-78.867,1.233,-28.838,-2.136,-4.781,-,-6.058,4.695,True,gpaw,-,20.225,-,ABC2D3-7-a,0.0,0.0,0.07,-3.462,-1.024,0.0,0.0,z,0.000,NM,-,False,False,f4f010bbafbb4f8251fef8e797baf2d3,0.005,0.000,-,-0.000,-,-,0.0,14,-,1,-0.0,ICSD-COD/4el/Li4H8N4O12,TTF,m,af48d6f923105672fde7f5a42c4c96d0,2020144,-,-,0.0,0.0,0.0,Pc,7,4176.989,6056.215,0.451,0.701,0.334,2.815,1.697,0.167,3.265,2.398,0.501,high,20.330,4.089,-0.266,9.311,42.738,2.901,-0.180,2.816,4.859,ABC2D3,141.92,6w,3804,Li2N2H4O6-f4f010bbafbb,cmr,-0.0,720.909
CoC4H8N2O4,0.393,-,-,-,-,4.584,32.661,-3.100,-,-,0.515,-,-,0.516,-,0.395,-,3,-119.301,0.968,-140.276,-1.807,-3.493,-,-,4.265,True,gpaw,-,41.594,-,AB2C4D4E8-10-flno,0.0,0.0,0.145,-3.296,-0.547,1.277,-2.137,x,2.989,FM,-,True,True,57cd5ea00a4ed161fad5507f4c107b1c,0.009,0.000,-,-,-,-,0.0,19,-,2,0.0,ICSD-COD/5el/Co2C8H16N4O8,TTF,2/m,c43d21778e8a0cc2355e7893488c4b1d,4509074,-,-,-13.386,-9.973,-12.109,P2/m,10,7830.808,5801.670,-,-,-,-,-,-,-,-,-,high,50.689,11.513,-3.179,11.330,27.823,-9.418,-3.629,-10.540,8.262,AB2C4D4E8,207.051,6w,3805,CoN2C4O4H8-57cd5ea00a4e,cmr,0.0,1359.929
MnNa2F3O7P2,0.035,-,-,-,-,2.858,6.553,-6.021,-,-,0.055,-,-,0.055,-,0.035,-,3,-95.813,1.779,-23.981,-2.679,-6.055,-,-,7.817,True,gpaw,-,25.837,-,AB2C2D3E7-1-a,0.0,0.0,0.034,-6.038,-2.142,-0.028,-0.012,z,3.785,FM,-,False,True,b920ecd909af6ff1f79dd7635de7ab66,0.009,0.001,-,-,-,-,0.0,15,-,2,-0.039,ICSD-COD/5el/MnNa2F3O7P2,TTF,1,17e918fabbdaac122b7c8695b72b65ef,7022080,-,-,-20.785,-20.8,-20.812,P1,1,4072.988,4388.958,-,-,-,-,-,-,-,-,-,high,35.382,7.996,-5.066,4.813,41.085,1.992,-6.469,2.3,8.312,AB2C2D3E7,331.853,6w,3806,MnNa2P2F3O7-b920ecd909af,cmr,-0.271,946.702
